,text,text1,text2,tag,tag1,tag2,score1,score2,num_text,num_text1,num_text2,sensitivity(0.6),sensitivity(0.6)(True Tag),sensitivity(0.6)(#text each Tag),precision(0.6),precision(0.6)(True Tag),precision(0.6)(above cutoff),sensitivity(0.7),sensitivity(0.7)(True Tag),sensitivity(0.7)(#text each Tag),precision(0.7),precision(0.7)(True Tag),precision(0.7)(above cutoff),sensitivity(0.8),sensitivity(0.8)(True Tag),sensitivity(0.8)(#text each Tag),precision(0.8),precision(0.8)(True Tag),precision(0.8)(above cutoff)
1456,"""카불공항에 로켓포 5발 발사…美 방어시스템이 차단"" (종합)","美 ""카불 공항 향해 다수의 로켓포 발사…방어시스템이 요격""(상보)","카불 공항 로켓포 발사에 美방어망 차단…""인근 지역은 타격""(종합)",158,158,158,0.8475000262260437,0.6543844650279391,1717,1458,1454,87.5,7,8,100.0,7,7,75.0,6,8,100.0,6,6,50.0,4,8,100.0,4,4
1457,"“카불 공항 겨냥한 로켓포 공격, 美 방어망이 차단”","카불 공항 로켓포 발사에 美방어망 차단…""인근 지역은 타격""(종합)","카불 공항 로켓포 발사에 美방어망 차단…""인근 지역은 타격""(종합)",158,158,158,0.8669999837875366,0.8309288635755794,1717,1454,1454,75.0,6,8,100.0,6,6,62.5,5,8,100.0,5,5,37.5,3,8,100.0,3,3
1458,"美 ""카불 공항 향해 다수의 로켓포 발사…방어시스템이 요격""(상보)","""카불 공항 겨냥 로켓포 여러 발 발사… 美 방공시스템에 요격""","""카불 공항 겨냥 로켓포 여러 발 발사… 美 방공시스템에 요격""",158,158,158,0.9168000221252441,1.0,1717,1455,1455,75.0,6,8,100.0,6,6,62.5,5,8,100.0,5,5,50.0,4,8,100.0,4,4
1459,"불타는 카불 차량…또 로켓포 5발 날아오자, 美 C-RAM 요격[영상]","""카불공항에 로켓포 5발 발사…美 방어시스템이 차단"" (종합)","[영상] '연회비 2천만원 ESG클럽'까지 돈벌이 나선 경제지, 보도 실상은?",158,158,60,0.628000020980835,0.5213784318357502,1717,1456,552,12.5,1,8,100.0,1,1,0.0,0,8,0.0,0,0,0.0,0,8,0.0,0,0
1460,미군 철수시한 앞두고 잇따르는 카불공항 공격…美 방어시스템 차단,카불 공항 미사일 최소 5발 공격… 미 방어시스템이 막았다,"“카불 공항 겨냥한 로켓포 공격, 美 방어망이 차단”",158,158,158,0.7587000131607056,0.5601937266595776,1717,1461,1457,75.0,6,8,66.67,6,9,62.5,5,8,100.0,5,5,0.0,0,8,0.0,0,0
1461,카불 공항 미사일 최소 5발 공격… 미 방어시스템이 막았다,미군 철수시한 앞두고 잇따르는 카불공항 공격…美 방어시스템 차단,"“카불 공항 겨냥한 로켓포 공격, 美 방어망이 차단”",158,158,158,0.7587000131607056,0.7586569046345557,1717,1460,1457,62.5,5,8,100.0,5,5,25.0,2,8,100.0,2,2,0.0,0,8,0.0,0,0
1462,"카카오게임즈 프렌즈샷, 구글·애플 마켓 정식 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시",159,159,159,0.5716999769210815,0.6996768868517633,1717,1464,1464,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
1463,"“라이언과 골프 여행”…카카오게임즈, ‘프렌즈샷: 누구나골프’ 출시","‘라이언과 골프를’…카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","카카오게임즈, ‘프렌즈샷:누구나골프’ 출시…180만명 사전예약자 ‘눈길’",159,159,159,0.946399986743927,1.0000000000000004,1717,1466,1468,70.0,7,10,100.0,7,7,40.0,4,10,100.0,4,4,10.0,1,10,100.0,1,1
1464,"카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","카카오게임즈, '프렌즈샷: 누구나골프' 정식 출시","카카오게임즈, 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시",159,159,159,0.9943000078201294,1.0,1717,1470,1465,70.0,7,10,100.0,7,7,70.0,7,10,100.0,7,7,50.0,5,10,100.0,5,5
1465,"카카오게임즈, 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시","카카오게임즈 모바일 신작, '프렌즈샷: 누구나골프' 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시",159,159,159,0.9894999861717224,1.0,1717,1469,1464,70.0,7,10,100.0,7,7,50.0,5,10,100.0,5,5,40.0,4,10,100.0,4,4
1466,"‘라이언과 골프를’…카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","“라이언과 골프 여행”…카카오게임즈, ‘프렌즈샷: 누구나골프’ 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시",159,159,159,0.946399986743927,1.0,1717,1463,1464,70.0,7,10,100.0,7,7,50.0,5,10,100.0,5,5,40.0,4,10,100.0,4,4
1467,"THQ, 카카오프렌즈와 하이난면세점 공급계약 체결","남양유업 매각 결국 소송전…한앤코 ""홍원식, 계약 이행하라""",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,159,49,1,0.4595000147819519,0.0,1717,453,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0,0.0,0,10,0.0,0,0
1468,"카카오게임즈, ‘프렌즈샷:누구나골프’ 출시…180만명 사전예약자 ‘눈길’","카카오게임즈, '프렌즈샷: 누구나골프' 정식 출시","“라이언과 골프 여행”…카카오게임즈, ‘프렌즈샷: 누구나골프’ 출시",159,159,159,0.7908999919891357,1.0000000000000004,1717,1470,1463,70.0,7,10,100.0,7,7,30.0,3,10,100.0,3,3,0.0,0,10,0.0,0,0
1469,"카카오게임즈 모바일 신작, '프렌즈샷: 누구나골프' 출시","카카오게임즈, 모바일 신작 '프렌즈샷: 누구나골프' 정식 출시","“라이언과 골프 여행”…카카오게임즈, ‘프렌즈샷: 누구나골프’ 출시",159,159,159,0.9894999861717224,1.0000000000000004,1717,1465,1463,70.0,7,10,100.0,7,7,40.0,4,10,100.0,4,4,40.0,4,10,100.0,4,4
1470,"카카오게임즈, '프렌즈샷: 누구나골프' 정식 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시",159,159,159,0.9943000078201294,1.0,1717,1464,1464,70.0,7,10,100.0,7,7,70.0,7,10,100.0,7,7,50.0,5,10,100.0,5,5
1471,"카카오게임즈, 신작 ‘프렌즈샷:누구나골프’ 출시","카카오게임즈, ‘프렌즈샷: 누구나골프’ 정식 출시","“라이언과 골프 여행”…카카오게임즈, ‘프렌즈샷: 누구나골프’ 출시",159,159,159,0.9768000245094299,1.0000000000000004,1717,1464,1463,70.0,7,10,100.0,7,7,70.0,7,10,100.0,7,7,50.0,5,10,100.0,5,5
1472,"카카오엔터, 한국과학창의재단-구름과 AI교육 손잡았다","카카오엔터프라이즈, 한국과학창의재단·구름과 AI교육 업무협약",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,160,160,1,0.8363000154495239,0.0,1717,1475,0,83.33,5,6,100.0,5,5,66.67,4,6,100.0,4,4,33.33,2,6,100.0,2,2
1473,"카카오엔터프라이즈, 창의재단·구름과 AI 교육 협력","카카오엔터프라이즈, 과학창의재단-구름과 AI교육 협업","메타버스와 AI, 온몸으로 느껴보세요",160,160,65,0.866599977016449,1.0,1717,1474,587,83.33,5,6,100.0,5,5,66.67,4,6,100.0,4,4,50.0,3,6,100.0,3,3
1474,"카카오엔터프라이즈, 과학창의재단-구름과 AI교육 협업","카카오엔터프라이즈, 한국과학창의재단-구름과 AI교육 업무협약 체결",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,160,160,1,0.9035999774932861,0.0,1717,1476,0,83.33,5,6,100.0,5,5,83.33,5,6,100.0,5,5,50.0,3,6,100.0,3,3
1475,"카카오엔터프라이즈, 한국과학창의재단·구름과 AI교육 업무협약","카카오엔터프라이즈, 한국과학창의재단-구름과 AI교육 업무협약 체결",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,160,160,1,0.9695000052452087,0.0,1717,1476,0,83.33,5,6,100.0,5,5,83.33,5,6,100.0,5,5,83.33,5,6,100.0,5,5
1476,"카카오엔터프라이즈, 한국과학창의재단-구름과 AI교육 업무협약 체결","카카오엔터프라이즈, 한국과학창의재단·구름과 AI교육 업무협약",바다가 일자리다…'2021 해양수산 온라인 취업박람회' 30일 개막,160,160,1,0.9695000052452087,0.0,1717,1475,0,83.33,5,6,100.0,5,5,83.33,5,6,100.0,5,5,66.67,4,6,100.0,4,4
1477,"카카오엔터프라이즈, 한국창의재단과 SW·AI 교육 업무협약","카카오엔터프라이즈, 한국과학창의재단·구름과 AI교육 업무협약","메타버스와 AI, 온몸으로 느껴보세요",160,160,65,0.9000999927520752,1.0,1717,1475,587,83.33,5,6,100.0,5,5,83.33,5,6,100.0,5,5,50.0,3,6,100.0,3,3
1478,"바이든 ""코로나 조사 무책임한 국가"" 공세에 中 ""정치적 장난질""",바이든 지시한 ‘코로나 中 기원’ 조사… 사실상 실패,"“韓 인공지능 1등 국가” KT ‘AI원팀’, 산·학·연 생태계 본격화",161,161,65,0.6186000108718872,0.6640076996824603,1717,1485,588,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1479,“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,"""코로나19, 생물학 무기는 아니다""... 미 정보당국 석 달 숙고 끝 결론","美 ""中 비협조로 코로나 기원 못 밝혀"" vs 中 ""억지 주장""",161,161,161,0.6539000272750854,1.0,1717,1481,1482,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1480,"美 18개 정보기관들 ""코로나19, 생물학 무기는 아냐""…연구소 유출설 입장 기관마다 엇갈려","""코로나19, 생물학 무기는 아니다""... 미 정보당국 석 달 숙고 끝 결론",'면역조절자' HDL 콜레스테롤… 코로나19 방어력 높인다,161,161,156,0.6653000116348267,0.626975814720364,1717,1481,1448,22.22,2,9,100.0,2,2,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1481,"""코로나19, 생물학 무기는 아니다""... 미 정보당국 석 달 숙고 끝 결론","美 18개 정보기관들 ""코로나19, 생물학 무기는 아냐""…연구소 유출설 입장 기관마다 엇갈려",'면역조절자' HDL 콜레스테롤… 코로나19 방어력 높인다,161,161,156,0.6653000116348267,1.0,1717,1480,1448,22.22,2,9,100.0,2,2,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1482,"美 ""中 비협조로 코로나 기원 못 밝혀"" vs 中 ""억지 주장""",'테이퍼링 불확실성' 지운 美 증시…이젠 '금리인상 시점'에 촉각,“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,161,9,161,0.5511000156402588,1.0,1717,76,1479,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1483,"미 코로나19 기원 결론 또 못내려…中 ""미군 연구소 조사해라""",美 18개 정보기관 추적에도… ‘코로나 기원’ 결론 못 냈다,“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,161,161,161,0.6392999887466431,0.5562002556421307,1717,1484,1479,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1484,美 18개 정보기관 추적에도… ‘코로나 기원’ 결론 못 냈다,"미 코로나19 기원 결론 또 못내려…中 ""미군 연구소 조사해라""",“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,161,161,161,0.6392999887466431,1.0,1717,1483,1479,22.22,2,9,100.0,2,2,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1485,바이든 지시한 ‘코로나 中 기원’ 조사… 사실상 실패,"바이든 ""코로나 조사 무책임한 국가"" 공세에 中 ""정치적 장난질""",“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,161,161,161,0.6186000108718872,0.818602759788639,1717,1478,1479,11.11,1,9,100.0,1,1,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1486,[월드리포트] 역공 나선 중국…코로나 기원 규명 물 건너 가나,화섬 넘어 수소·친환경 강자로…'30년 R&D'가 바꾼 코오롱,“중국군 생물학 무기는 아니다”… 또 코로나 기원 못 밝힌 美,161,92,161,0.45890000462532043,0.8131465516516962,1717,832,1479,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0,0.0,0,9,0.0,0,0
1487,[속보] 코로나 신규확진 1487명…55일째 네자릿수,"코로나19 신규확진 1,487명…55일째 네 자릿수",‘주말효과’ 코로나 신규 확진 1487명… 55일째 네자릿수(종합),162,17,162,0.8406999707221985,0.561067468834248,1717,129,1498,66.67,8,12,44.44,8,18,33.33,4,12,50.0,4,8,8.33,1,12,25.0,1,4
1488,휴일에도 1500명 육박…집단감염 못 막아 55일째 네 자릿수,"휴일에도 1천500명대 육박…신규확진 1천487명, 55일째 네 자릿수","휴일에도 1천500명대 육박…신규확진 1천487명, 55일째 네 자릿수",162,17,17,0.770799994468689,0.7412409125852246,1717,128,128,16.67,2,12,28.57,2,7,8.33,1,12,25.0,1,4,0.0,0,12,0.0,0,0
1489,신규확진자 1487명... 55일 연속 네 자릿수,신규 확진 1천487명…55일째 네 자릿수,"부산지역 두 자릿수 확진세 유지에 ""거리두기 효과 덕분에?""",162,17,80,0.8335999846458435,0.5159409375722934,1717,131,734,41.67,5,12,45.45,5,11,8.33,1,12,25.0,1,4,0.0,0,12,0.0,0,1
1490,"코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)","코로나19 신규 확진자 1,400명 후반대···추석특별방역대책 금요일 발표 (종합)","코로나19 신규 확진자 1,400명 후반대···추석특별방역대책 금요일 발표 (종합)",162,163,163,0.7910000085830688,0.8001084270271281,1717,1503,1503,41.67,5,12,45.45,5,11,16.67,2,12,33.33,2,6,0.0,0,12,0.0,0,0
1491,"주말 영향에 신규확진 1487명, 일주일 만에 1500명 아래","신규 1487명, 주말에도 1500명 육박…55일째 네자릿수",신규확진 1487명…휴일에도 1500명 육박,162,162,17,0.8191999793052673,0.6828283315275425,1717,1496,130,33.33,4,12,44.44,4,9,16.67,2,12,66.67,2,3,8.33,1,12,100.0,1,1
1492,"주말효과 1487명 확진…55일째 네자릿수, 주평균 1700명대 지속(종합)","1487명 확진, 55일째 네자릿수…日평균 1700명대 지속(상보)","1487명 확진, 55일째 네자릿수…日평균 1700명대 지속(상보)",162,162,162,0.8282999992370605,0.9284616553379863,1717,1495,1495,58.33,7,12,63.64,7,11,33.33,4,12,100.0,4,4,8.33,1,12,100.0,1,1
1493,코로나 신규 확진 1487명… 누적 25만명 넘었다(상보),코로나19 신규 확진자 1천487명…사망자는 어제 5명 늘어,‘주말효과’ 코로나 신규 확진 1487명… 55일째 네자릿수(종합),162,17,162,0.703000009059906,0.682094064698971,1717,127,1498,16.67,2,12,22.22,2,9,0.0,0,12,0.0,0,1,0.0,0,12,0.0,0,0
1494,코로나19 신규 확진 1487명···63%는 수도권 환자,"코로나19 신규 확진 1,487명","코로나19 신규 확진 1,487명",162,163,163,0.652899980545044,0.8252292373652528,1717,1499,1499,0.0,0,12,0.0,0,4,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
1495,"1487명 확진, 55일째 네자릿수…日평균 1700명대 지속(상보)","주말효과 1487명 확진…55일째 네자릿수, 주평균 1700명대 지속(종합)","주말효과 1487명 확진…55일째 네자릿수, 주평균 1700명대 지속(종합)",162,162,162,0.8282999992370605,0.9284616553379863,1717,1492,1492,41.67,5,12,55.56,5,9,8.33,1,12,100.0,1,1,8.33,1,12,100.0,1,1
1496,"신규 1487명, 주말에도 1500명 육박…55일째 네자릿수",신규확진 1487명…휴일에도 1500명 육박,‘주말효과’ 코로나 신규 확진 1487명… 55일째 네자릿수(종합),162,17,162,0.8483999967575073,0.6559051887609897,1717,130,1498,66.67,8,12,44.44,8,18,41.67,5,12,41.67,5,12,8.33,1,12,20.0,1,5
1497,"신규확진 1487명, 전주比 70명 늘어…추석방역대책·거리두기 금요일 발표(종합)",‘주말효과’ 코로나 신규 확진 1487명… 55일째 네자릿수(종합),"코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)",162,162,162,0.6208000183105469,0.6017656263326823,1717,1498,1490,16.67,2,12,66.67,2,3,0.0,0,12,0.0,0,0,0.0,0,12,0.0,0,0
1498,‘주말효과’ 코로나 신규 확진 1487명… 55일째 네자릿수(종합),[속보] 코로나 신규확진 1487명…55일째 네자릿수,"주말효과 1487명 확진…55일째 네자릿수, 주평균 1700명대 지속(종합)",162,162,162,0.8309000134468079,0.7441194395641573,1717,1487,1492,66.67,8,12,57.14,8,14,33.33,4,12,57.14,4,7,8.33,1,12,100.0,1,1
1499,"코로나19 신규 확진 1,487명","코로나19 신규 확진 1,487명…55일째 네 자릿수",코로나19 신규 확진 1487명···63%는 수도권 환자,163,163,162,0.8465999960899353,0.8252292373652528,1717,1504,1494,33.33,2,6,16.67,2,12,33.33,2,6,50.0,2,4,33.33,2,6,66.67,2,3
1500,[속보]코로나 신규 확진 1487명... 추석연휴 방역대책 9월 3일 발표,"코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)",코로나 신규 확진 1487명… 누적 25만명 넘었다(상보),163,162,162,0.7138000130653381,0.6275072996211751,1717,1490,1493,33.33,2,6,50.0,2,4,0.0,0,6,0.0,0,1,0.0,0,6,0.0,0,0
1501,"[속보] 1,487명 확진…내달 3일 거리두기 조정안 발표",[속보]코로나 신규 확진 1487명... 추석연휴 방역대책 9월 3일 발표,부산 39명 확진···거리두기 3단계 기준 근접,163,163,80,0.6581000089645386,0.5227631625573214,1717,1500,733,16.67,1,6,100.0,1,1,0.0,0,6,0.0,0,0,0.0,0,6,0.0,0,0
1502,"코로나19 신규 확진자 1,487명…국내 1,426명 중 수도권 901명","코로나19 신규 확진 1,487명",코로나19 신규 확진자 1천487명…사망자는 어제 5명 늘어,163,163,17,0.8163999915122986,0.6933915341717682,1717,1499,127,50.0,3,6,21.43,3,14,33.33,2,6,50.0,2,4,16.67,1,6,100.0,1,1
1503,"코로나19 신규 확진자 1,400명 후반대···추석특별방역대책 금요일 발표 (종합)","코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)","코로나19 신규 확진자 1487명…금요일, '거리두기' 조정 발표(종합)",163,162,162,0.7910000085830688,0.8001084270271281,1717,1490,1490,50.0,3,6,33.33,3,9,0.0,0,6,0.0,0,1,0.0,0,6,0.0,0,0
1504,"코로나19 신규 확진 1,487명…55일째 네 자릿수","코로나19 신규확진 1,487명…55일째 네 자릿수",신규 확진 1천487명…55일째 네 자릿수,163,17,17,0.9922000169754028,0.9194347142127405,1717,129,131,50.0,3,6,15.79,3,19,33.33,2,6,20.0,2,10,16.67,1,6,25.0,1,4
1505,"코스피, 美 테이퍼링 우려 완화에 상승....3150선 등락","코스피, 美 증시 호조에 상승 출발…장중 3160선 회복","코스피, 美 증시 호조 영향에 상승 출발…'3150선'",164,164,164,0.6808000206947327,0.6881277736524333,1717,1510,1509,28.57,2,7,100.0,2,2,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0
1506,파월 의장 '비둘기' 발언…코스피 장 초반 상승(종합),"공수처 '공소심의위' 열자 조희연측 ""매우 부당"" 반발","코스피, 美 증시 호조 영향에 상승 출발…'3150선'",164,41,164,0.536899983882904,0.7380930095583588,1717,346,1509,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0
1507,"코스피, 기관 순매수에 장 초반 상승세…""업종 차별화 전망""","대한상의, 中企 ESG 실천과제 제시…""고용관행 개선부터 차근차근""","코스피, 美 증시 호조 영향에 상승 출발…'3150선'",164,21,164,0.5340999960899353,0.5602158790723373,1717,163,1509,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0
1508,"美, 기준금리 속도 조절… 장 초반 코스피 3150선 거래","코스피, 美 증시 호조 영향에 상승 출발…'3150선'","코스피, 美 증시 호조 영향에 상승 출발…'3150선'",164,164,164,0.5920000076293945,0.5430489923480177,1717,1509,1509,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0
1509,"코스피, 美 증시 호조 영향에 상승 출발…'3150선'","코스피, 美 증시 호조에 상승 출발…장중 3160선 회복","코스피, 美 증시 호조에 상승 출발…장중 3160선 회복",164,164,164,0.7775999903678894,1.0,1717,1510,1510,28.57,2,7,100.0,2,2,14.29,1,7,100.0,1,1,0.0,0,7,0.0,0,0
1510,"코스피, 美 증시 호조에 상승 출발…장중 3160선 회복","코스피, 美 증시 호조 영향에 상승 출발…'3150선'","코스피, 美 증시 호조 영향에 상승 출발…'3150선'",164,164,164,0.7775999903678894,1.0,1717,1509,1509,28.57,2,7,100.0,2,2,14.29,1,7,100.0,1,1,0.0,0,7,0.0,0,0
1511,[뉴스새벽배송]잭슨홀 잘 넘긴 파월 의장…S&P500 또 '최고가',‘모가디슈’ 300만 돌파…‘블랙 위도우’ 넘어 올해 최고 흥행작,한미 디커플링?…‘집값 파이터’ 이주열과 ‘고용 파이터’ 파월,164,67,9,0.4526999890804291,1.0,1717,603,74,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0,0.0,0,7,0.0,0,0
1512,"“콘텐츠, 새로운 세계로 여행”…콘진원 ‘BCWW 2021’ 내달 6일 개최","콘진원, '국제방송영상마켓 2021' 다음달 6일부터 온라인으로 개최","콘진원, '국제방송영상마켓 2021' 내달 6∼10일 온라인 개최",165,75,75,0.5684999823570251,0.8611233202638872,1717,689,686,0.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0
1513,"콘진원, '국제방송영상마켓 2021'  개최","콘진원, '국제방송영상마켓 2021' 다음달 6일부터 온라인으로 개최","“콘텐츠, 새로운 세계로 여행”…콘진원 ‘BCWW 2021’ 내달 6일 개최",165,75,165,0.8489000201225281,0.8278460891535145,1717,689,1512,0.0,0,2,0.0,0,4,0.0,0,2,0.0,0,3,0.0,0,2,0.0,0,3
1514,"블링컨 ""주아프간 미대사관 재개, 탈레반 행동에 달려""","미, 완전철군 뒤에도 대피 관여…""탈레반에 상당한 지렛대 행사""","탈레반 ""왜 남의 나라 수도에서 작전하냐"" 미국에 항의",166,166,22,0.5153999924659729,1.0,1717,1517,194,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
1515,"미 ""철군 후에도 혐력자 대피 지원…탈레반에 상당한 지렛대 행사""","미, 완전철군 뒤에도 대피 관여…""탈레반에 상당한 지렛대 행사""","이틀 남은 철군 시한…미, 아프간 대피 막바지 총력전(종합)",166,166,132,0.7508999705314636,0.6762153096424167,1717,1517,1196,25.0,1,4,100.0,1,1,25.0,1,4,100.0,1,1,0.0,0,4,0.0,0,0
1516,"美, 30일 주요국과 화상 장관회의…아프간 향후 대응 논의",조희연 기소 타당한가... 공수처 30일 공소심의위 열어 결론,"美·中, 아프간 사태 협력 논의…'강대강' 대결 접고 대화 물꼬 트나",166,41,106,0.4814000129699707,0.5991731912694257,1717,355,938,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
1517,"미, 완전철군 뒤에도 대피 관여…""탈레반에 상당한 지렛대 행사""","미 ""철군 후에도 혐력자 대피 지원…탈레반에 상당한 지렛대 행사""",미국 시속 230km 허리케인에 차량 대피 행렬…비상사태 선포,166,166,177,0.7508999705314636,0.6063490448902494,1717,1515,1611,25.0,1,4,100.0,1,1,25.0,1,4,100.0,1,1,0.0,0,4,0.0,0,0
1518,(영상)탈레반 처형 직전 뺨 맞은 코미디언…의연한 모습,탈레반에 처형 직전...의연한 코미디언의 마지막 모습,죽음도 두렵지 않았던 코미디언…탈레반 납치 순간,167,167,167,0.8093000054359436,0.7880597837845174,1717,1520,1522,40.0,2,5,40.0,2,5,20.0,1,5,100.0,1,1,20.0,1,5,100.0,1,1
1519,"탈레반, 풍자 코미디언 이어 아프간 자랑 가수 살해 ""예술인 박해?""","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해","""머리에 총탄을""…탈레반, 아프간 코미디언 이어 가수 살해",167,102,102,0.7975999712944031,1.0,1717,909,909,0.0,0,5,0.0,0,8,0.0,0,5,0.0,0,4,0.0,0,5,0.0,0,0
1520,탈레반에 처형 직전...의연한 코미디언의 마지막 모습,(영상)탈레반 처형 직전 뺨 맞은 코미디언…의연한 모습,"뺨 맞고, 나무에 묶이고…탈레반 처형 직전 코미디언의 마지막 모습",167,167,167,0.8093000054359436,0.8125565357800607,1717,1518,1521,40.0,2,5,66.67,2,3,40.0,2,5,66.67,2,3,20.0,1,5,100.0,1,1
1521,"뺨 맞고, 나무에 묶이고…탈레반 처형 직전 코미디언의 마지막 모습",탈레반에 처형 직전...의연한 코미디언의 마지막 모습,탈레반에 처형 직전...의연한 코미디언의 마지막 모습,167,167,167,0.739300012588501,0.8125565357800607,1717,1520,1520,40.0,2,5,100.0,2,2,20.0,1,5,100.0,1,1,0.0,0,5,0.0,0,0
1522,죽음도 두렵지 않았던 코미디언…탈레반 납치 순간,코미디언 이어 아프간 가수 무참히 살해…탈레반 공포정치,(영상)탈레반 처형 직전 뺨 맞은 코미디언…의연한 모습,167,102,167,0.7286999821662903,0.7880597837845174,1717,912,1518,0.0,0,5,0.0,0,3,0.0,0,5,0.0,0,1,0.0,0,5,0.0,0,0
1523,"통계청, 유엔 공조 '공식통계 국제 콘퍼런스' 개최","통계청, UN 공조 '국제 콘퍼런스'…위기 상황서 데이터 역할 논의",위기 상황시 통계·데이터 역할은…공식통계 국제 콘퍼런스 개최,168,168,168,0.7116000056266785,1.0,1717,1526,1524,50.0,2,4,100.0,2,2,25.0,1,4,100.0,1,1,0.0,0,4,0.0,0,0
1524,위기 상황시 통계·데이터 역할은…공식통계 국제 콘퍼런스 개최,"통계청, UN 공조 '국제 콘퍼런스'…위기 상황서 데이터 역할 논의","통계청, 유엔 공조 '공식통계 국제 콘퍼런스' 개최",168,168,168,0.8726000189781189,1.0,1717,1526,1523,50.0,2,4,100.0,2,2,25.0,1,4,100.0,1,1,25.0,1,4,100.0,1,1
1525,[기고] 더 나은 삶을 위한 통계,"통계청, 유엔 공조 '공식통계 국제 콘퍼런스' 개최",아프간에서 희생된 美 군인 위한 '맥주잔 13개' 추모 행렬,168,168,32,0.3549000024795532,1.0,1717,1523,267,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0,0.0,0,4,0.0,0,0
1526,"통계청, UN 공조 '국제 콘퍼런스'…위기 상황서 데이터 역할 논의",위기 상황시 통계·데이터 역할은…공식통계 국제 콘퍼런스 개최,"왕이-블링컨, 아프간 문제 논의…‘국제 공조’ vs ‘미국 책임’",168,168,104,0.8726000189781189,0.7994515368236244,1717,1524,926,50.0,2,4,100.0,2,2,50.0,2,4,100.0,2,2,25.0,1,4,100.0,1,1
1527,"펄어비스 김대일 의장 ""도깨비, 온 가족이 할 수 있는 게임""","김대일 펄어비스 ""도깨비, 온 가족이 할 수 있는 게임""","김대일 펄어비스 ""도깨비, 온 가족이 할 수 있는 게임""",169,169,169,0.9825999736785889,1.0000000000000004,1717,1532,1532,61.54,8,13,100.0,8,8,46.15,6,13,100.0,6,6,30.77,4,13,100.0,4,4
